resume_text,job_description,match_score,match_label
"Full-End Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: React, NodeJS, Postgres, Academic projects utilizing TS, Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Full Stack Developer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, React, Node, PostgreSQL, TS, Docker Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4047,medium
"Analytics Engineer with 9 years working across active teams. Demonstrated technical execution and history background includes: Worked with Relational DB Engine in minor capacity, Machine Learning, Basic understanding of AI, Worked with Cloud Infrastructure (AWS) in minor capacity. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Postgres, Machine Learning, Artificial Intelligence, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7891,high
"Systems Automation Developer with 2 years working across active teams. Demonstrated technical execution and history background includes: OCI Containers, Basic understanding of Container Orchestration Engine, Familiar with AWS, Py3 Engine. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Docker Containers, K8s, Cloud Infrastructure (AWS), Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.3775,low
"UI Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Architected distributed pipelines via JavaScript, React, PostgreSQL, Typed JavaScript, Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, ReactJS, Node.js, Postgres, TypeScript, Docker Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7791,high
"UI Engineer with 0 years working across active teams. Demonstrated technical execution and history background includes: JavaScript, React.js, PgSQL, Typed JavaScript. Seeking an engineering position to scale architectural patterns.","We are looking for a Full Stack Developer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, React.js, NodeJS, PostgreSQL, TypeScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.1949,low
"Software Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: ECMAScript, Architected distributed pipelines via Frontend React Framework, Led migration frameworks utilizing Server-side Runtime, Relational DB Engine, TypeScript, Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Server-Side Developer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, ReactJS, Node.js, PostgreSQL, TypeScript, OCI Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7782,high
"Software Engineer with 0 years working across active teams. Demonstrated technical execution and history background includes: ReactJS, Worked with NodeJS in minor capacity, Worked with Docker in minor capacity. Seeking an engineering position to scale architectural patterns.","We are looking for a Server-Side Developer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, ReactJS, Node, PgSQL, Typed JavaScript, OCI Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0067,low
"Software Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Worked with ECMAScript in minor capacity, ReactJS, Academic projects utilizing Containerization. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Developer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: JS, ReactJS, Node, Relational DB Engine, TypeScript, OCI Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0086,low
"DevOps Specialist with 0 years working across active teams. Demonstrated technical execution and history background includes: Theoretical knowledge of Docker, Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a DevOps Cloud Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Docker, Container Orchestration Engine, Cloud Infrastructure (AWS), Terraform, Py3 Engine. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0,low
"Terraform Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Container Orchestration Engine, Academic projects utilizing Amazon Web Services, Infrastructure as Code (IaC), Python. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Docker, K8s, Cloud Infrastructure (AWS), Terraform, Python. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7691,medium
"ML Engineer with 1 years working across active teams. Demonstrated technical execution and history background includes: Python, GenAI, Kubernetes, Familiar with Docker, Self-taught concepts in AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Statistical Modeling, GenAI, K8s, Containerization, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7795,low
"Machine Learning Specialist with 5 years working across active teams. Demonstrated technical execution and history background includes: Machine Learning, Exposure to Deep Learning Architectures, K8s, Docker Containers, Worked with Cloud Infrastructure (AWS) in minor capacity. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Predictive AI, Deep Learning Architectures, K8s, Containerization, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8439,medium
"Systems Automation Developer with 6 years working across active teams. Demonstrated technical execution and history background includes: Docker, Container Orchestration Engine, Worked with Amazon Web Services in minor capacity, Exposure to Terraform. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Containerization, Kubernetes, Amazon Web Services, Infrastructure as Code (IaC), Python. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9829,medium
"Full-End Engineer with 4 years working across active teams. Demonstrated technical execution and history background includes: Subject matter expert in JavaScript, React, Node, PgSQL, Typed JavaScript, Containerization. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Engineer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: JS, Frontend React Framework, Node.js, PostgreSQL, Typed JavaScript, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9834,high
"ML Engineer with 5 years working across active teams. Demonstrated technical execution and history background includes: Python, Predictive AI, Theoretical knowledge of K8s, Exposure to Containerization, Worked with Cloud Infrastructure (AWS) in minor capacity. Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python, ML, GenAI, K8s, Docker Containers, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.5911,medium
"Deep Learning Practitioner with 3 years working across active teams. Demonstrated technical execution and history background includes: Python3, GenAI, Container Orchestration Engine, Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python, ML, Deep Learning Architectures, Kubernetes, Containerization, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.2738,low
"Cloud Engineer with 2 years working across active teams. Demonstrated technical execution and history background includes: Containerization, Container Orchestration Engine, Familiar with Terraform. Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Docker, K8s, AWS Cloud Platform, Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.1895,low
"Cloud Engineer with 8 years working across active teams. Demonstrated technical execution and history background includes: Docker, Kubernetes, AWS, Terraform, Python. Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, Container Orchestration Engine, AWS, Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9654,high
"Analytics Engineer with 11 years working across active teams. Demonstrated technical execution and history background includes: PgSQL, GenAI. Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python, PgSQL, Predictive AI, GenAI, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8188,low
"ML Engineer with 2 years working across active teams. Demonstrated technical execution and history background includes: Exposure to Py3 Engine, Self-taught concepts in ML, GenAI, Self-taught concepts in Containerization, Theoretical knowledge of AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Statistical Modeling, Artificial Intelligence, Container Orchestration Engine, Containerization, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.3799,medium
"Statistical Researcher with 2 years working across active teams. Demonstrated technical execution and history background includes: Python3, Machine Learning. Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Postgres, Predictive AI, GenAI, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0,low
"DevOps Specialist with 0 years working across active teams. Demonstrated technical execution and history background includes: Academic projects utilizing Kubernetes, Familiar with Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Containerization, Kubernetes, Cloud Infrastructure (AWS), Terraform, Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.1544,low
"Statistical Researcher with 4 years working across active teams. Demonstrated technical execution and history background includes: Python, Worked with PgSQL in minor capacity, Academic projects utilizing Statistical Modeling, Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Python, PostgreSQL, Machine Learning, AI, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.6103,medium
"Statistical Researcher with 3 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, PostgreSQL, Machine Learning, Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, PgSQL, Machine Learning, GenAI, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7565,medium
"Machine Learning Specialist with 1 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Artificial Intelligence, Container Orchestration Engine, AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Machine Learning, Artificial Intelligence, Container Orchestration Engine, OCI Containers, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0,low
"DevOps Specialist with 0 years working across active teams. Demonstrated technical execution and history background includes: Basic understanding of Cloud Infrastructure (AWS), Exposure to Infrastructure as Code (IaC), Py3 Engine. Seeking an engineering position to scale architectural patterns.","We are looking for a DevOps Cloud Engineer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Docker Containers, Container Orchestration Engine, AWS Cloud Platform, Infrastructure as Code (IaC), Python. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.2184,low
"Full-End Engineer with 5 years working across active teams. Demonstrated technical execution and history background includes: Modern JS, Led migration frameworks utilizing Frontend React Framework, Led migration frameworks utilizing NodeJS, TS, Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: JS, React.js, Node, PostgreSQL, Typed JavaScript, Docker Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.5393,high
"AI Engineer with 0 years working across active teams. Demonstrated technical execution and history background includes: Python3, Machine Learning, Containerization, AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Predictive AI, Artificial Intelligence, Container Orchestration Engine, Containerization, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0,low
"React Developer with 6 years working across active teams. Demonstrated technical execution and history background includes: Basic understanding of JS, React.js, Server-side Runtime, Academic projects utilizing PgSQL, Exposure to Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Developer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, Frontend React Framework, Node.js, PostgreSQL, TypeScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7106,medium
"Data Scientist with 8 years working across active teams. Demonstrated technical execution and history background includes: Python3, PostgreSQL, Academic projects utilizing Deep Learning Architectures, Academic projects utilizing AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python, PgSQL, Statistical Modeling, Deep Learning Architectures, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7899,medium
"Data Analyst with 0 years working across active teams. Demonstrated technical execution and history background includes: Python3, Exposure to Relational DB Engine, Artificial Intelligence. Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, PostgreSQL, ML, Deep Learning Architectures, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.2541,low
"Deep Learning Practitioner with 3 years working across active teams. Demonstrated technical execution and history background includes: Python3, Architected distributed pipelines via Statistical Modeling, GenAI, Kubernetes, Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, ML, GenAI, Kubernetes, OCI Containers, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7602,high
"Cloud Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Docker Containers, Terraform, Python3. Seeking an engineering position to scale architectural patterns.","We are looking for a DevOps Cloud Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Containerization, Container Orchestration Engine, AWS Cloud Platform, Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0567,low
"React Developer with 3 years working across active teams. Demonstrated technical execution and history background includes: Theoretical knowledge of JS, React.js, Worked with Node.js in minor capacity, PostgreSQL, TS. Seeking an engineering position to scale architectural patterns.","We are looking for a Server-Side Developer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, Frontend React Framework, Server-side Runtime, PostgreSQL, TypeScript, OCI Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7801,medium
"Systems Automation Developer with 6 years working across active teams. Demonstrated technical execution and history background includes: Container Orchestration Engine, AWS Cloud Platform, Theoretical knowledge of Terraform, Self-taught concepts in Python. Seeking an engineering position to scale architectural patterns.","We are looking for a DevOps Cloud Engineer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, Container Orchestration Engine, AWS Cloud Platform, Infrastructure as Code (IaC), Py3 Engine. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8445,medium
"DevOps Specialist with 5 years working across active teams. Demonstrated technical execution and history background includes: Basic understanding of Docker, Basic understanding of K8s, Theoretical knowledge of Infrastructure as Code (IaC), Py3 Engine. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, Container Orchestration Engine, AWS, Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4768,low
"AI Engineer with 1 years working across active teams. Demonstrated technical execution and history background includes: Exposure to Predictive AI, K8s, Theoretical knowledge of Containerization. Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Machine Learning, Artificial Intelligence, Kubernetes, OCI Containers, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.006,medium
"Statistical Researcher with 3 years working across active teams. Demonstrated technical execution and history background includes: Self-taught concepts in Python3, Theoretical knowledge of Postgres, Deep Learning Architectures, Theoretical knowledge of Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Postgres, ML, GenAI, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.3682,low
"UI Engineer with 0 years working across active teams. Demonstrated technical execution and history background includes: JS, React.js, Server-side Runtime, Familiar with PgSQL. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Software Engineer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: JS, React, NodeJS, Postgres, TypeScript, Docker Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4428,low
"Data Scientist with 4 years working across active teams. Demonstrated technical execution and history background includes: Relational DB Engine, Subject matter expert in Machine Learning, Deep Learning Architectures, Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Relational DB Engine, Machine Learning, Deep Learning Architectures, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7762,high
"Deep Learning Practitioner with 2 years working across active teams. Demonstrated technical execution and history background includes: Predictive AI, AI, Containerization, Exposure to AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Machine Learning, AI, Container Orchestration Engine, OCI Containers, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0,low
"Full-End Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: Subject matter expert in Modern JS, React.js, Node, Advanced optimization execution for Postgres, Production-grade engineering in TypeScript, Subject matter expert in Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: JS, React.js, Node.js, Relational DB Engine, Typed JavaScript, OCI Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9726,high
"Software Engineer with 11 years working across active teams. Demonstrated technical execution and history background includes: ECMAScript, Subject matter expert in React, Production-grade engineering in NodeJS, Postgres, Production-grade engineering in Typed JavaScript, Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Engineer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: JavaScript, React, Node, PostgreSQL, Typed JavaScript, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9217,high
"Machine Learning Specialist with 8 years working across active teams. Demonstrated technical execution and history background includes: Statistical Modeling, Theoretical knowledge of AI, Kubernetes, Docker, Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Predictive AI, GenAI, Kubernetes, Docker, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.71,medium
"AI Engineer with 1 years working across active teams. Demonstrated technical execution and history background includes: Machine Learning, Familiar with GenAI, Familiar with K8s, Docker Containers, AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Predictive AI, AI, Kubernetes, Docker Containers, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4693,medium
"DevOps Specialist with 8 years working across active teams. Demonstrated technical execution and history background includes: Containerization, Kubernetes, AWS, Advanced optimization execution for Terraform, Advanced optimization execution for Python. Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Docker, Container Orchestration Engine, AWS, Terraform, Python. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9129,medium
"Software Engineer with 2 years working across active teams. Demonstrated technical execution and history background includes: JS, React, Node, PgSQL, Typed JavaScript, Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Full Stack Developer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, React.js, NodeJS, PgSQL, Typed JavaScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.898,high
"Machine Learning Specialist with 2 years working across active teams. Demonstrated technical execution and history background includes: Python, Machine Learning, Theoretical knowledge of K8s, Docker Containers, AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python, ML, AI, Kubernetes, Containerization, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.1475,medium
"Data Analyst with 1 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Familiar with PgSQL, ML, Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Relational DB Engine, Statistical Modeling, AI, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4069,medium
"Terraform Engineer with 4 years working across active teams. Demonstrated technical execution and history background includes: Docker, AWS Cloud Platform, Infrastructure as Code (IaC), Python3. Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, Kubernetes, Amazon Web Services, Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7674,medium
"Systems Automation Developer with 6 years working across active teams. Demonstrated technical execution and history background includes: Docker Containers, Subject matter expert in K8s, Led migration frameworks utilizing Amazon Web Services, Subject matter expert in Infrastructure as Code (IaC), Production-grade engineering in Python. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, K8s, Amazon Web Services, Infrastructure as Code (IaC), Python. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9222,high
"Machine Learning Specialist with 5 years working across active teams. Demonstrated technical execution and history background includes: Academic projects utilizing Python3, Predictive AI, Container Orchestration Engine, Containerization, AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Machine Learning, Deep Learning Architectures, Kubernetes, Docker Containers, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7049,medium
"Machine Learning Specialist with 2 years working across active teams. Demonstrated technical execution and history background includes: Familiar with Python, ML, Basic understanding of AI, Docker Containers, AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Statistical Modeling, GenAI, Kubernetes, Docker Containers, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7314,medium
"Analytics Engineer with 4 years working across active teams. Demonstrated technical execution and history background includes: Python3, Architected distributed pipelines via Postgres, Led migration frameworks utilizing Machine Learning, Artificial Intelligence, AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Relational DB Engine, Statistical Modeling, GenAI, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7267,high
"Machine Learning Specialist with 0 years working across active teams. Demonstrated technical execution and history background includes: Theoretical knowledge of Python3, Container Orchestration Engine, Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Predictive AI, Deep Learning Architectures, K8s, OCI Containers, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0605,low
"Terraform Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Docker Containers, AWS, Self-taught concepts in Infrastructure as Code (IaC). Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, Container Orchestration Engine, AWS Cloud Platform, Terraform, Py3 Engine. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.1355,low
"React Developer with 5 years working across active teams. Demonstrated technical execution and history background includes: JavaScript, Advanced optimization execution for ReactJS, Node, PostgreSQL, TS, Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Software Engineer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: JavaScript, Frontend React Framework, NodeJS, PostgreSQL, TS, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8718,high
"Analytics Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Machine Learning, Familiar with AI, Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Relational DB Engine, Machine Learning, GenAI, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.5206,medium
"React Developer with 6 years working across active teams. Demonstrated technical execution and history background includes: JS, Led migration frameworks utilizing React, Subject matter expert in NodeJS, Postgres, Architected distributed pipelines via TypeScript, Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Engineer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, React, Server-side Runtime, PgSQL, Typed JavaScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9428,high
"Full-End Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: Subject matter expert in JavaScript, React.js, Server-side Runtime, Subject matter expert in PostgreSQL, TypeScript, Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Server-Side Developer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: JavaScript, React.js, Node, PgSQL, TS, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9481,high
"AI Engineer with 5 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Architected distributed pipelines via Statistical Modeling, Architected distributed pipelines via AI, Container Orchestration Engine, Docker Containers, Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, ML, Deep Learning Architectures, K8s, Docker Containers, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9617,high
"Cloud Engineer with 4 years working across active teams. Demonstrated technical execution and history background includes: Advanced optimization execution for Containerization, Container Orchestration Engine, Cloud Infrastructure (AWS), Terraform, Advanced optimization execution for Python3. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Containerization, Container Orchestration Engine, AWS Cloud Platform, Infrastructure as Code (IaC), Py3 Engine. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.919,high
"Software Systems Developer with 0 years working across active teams. Demonstrated technical execution and history background includes: ReactJS, Node.js, TS, Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Developer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: JavaScript, ReactJS, Node, Postgres, TS, OCI Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0372,low
